exp_name,run_name,backbone_name,model_type,use_physics,epochs,best_threshold,params_trainable,latency_per_clip_sec,test_pr_auc,test_roc_auc,test_precision,test_recall,test_f1,event_detection_rate,missed_detection_rate,mean_lead_time_sec,median_lead_time_sec,false_alarms_per_min,clip_prediction_stability
backbone_w2p0s_l2p0s_s0p2s_effb0_baseline,w2p0s_l2p0s_s0p2s,effb0,embedding_only,False,6,0.85,925570,7.743237628823235e-06,0.02362389871369499,0.637628673162393,0.027838490739675602,0.12730142030510258,0.04568623749292052,0.1784037558685446,0.8215962441314554,1.516842105263158,1.84,2.325321473516446,0.9841996944221579
backbone_w2p0s_l2p0s_s0p2s_convnext_baseline,w2p0s_l2p0s_s0p2s,convnext_tiny,embedding_only,False,6,0.85,827266,8.075719787960961e-06,0.020488925644685248,0.6292301799244441,0.02431192660550459,0.16728037874802734,0.04245377478138976,0.22535211267605634,0.7746478873239436,1.5208333333333333,1.88,2.275244325678545,0.9843108142423268
